jedyorkgoat	@bdepouw09 @OhioState @NCAA suck my ass
ReedSears	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
G_Hammy12	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
samanthat009	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
joshsko318	@FOXSportsOH @OhioState You missed a few m’s dumbass
hypebeastAlex	Today's a big day for College Football 🏈 Lets get this easy win! #OhioState @Brutus_Buckeye @OhioStAthletics… https://t.co/v9ESJFXrKJ
alexsears97	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
d3sc3n7	O-H! Let's go Bucks! @OhioStAthletics @Brutus_Buckeye @OhioStateFB @OhioState Ti❌e to tear apart that tea❌ up north… https://t.co/Ir98AZdfva
cozmodog	RT @ButlerBlue3: Wait, @ButlerMBB plays @OhioState on Sunday? I’m going to need the next 24 hours to get emotionally prepared. #PK80 #GoDaw…
MegBurn96603723	RT @KetchamPaul: “The Game” is here! Go Bucks, Beat ❌ichigan! O-H... @OhioStateFB @OhioStAthletics @11W #OSUvsMICH  @OhioState @Brutus_Buck…
TheHarold_11	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
Mstone62	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
jodiliveson	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
SimplyPerfectLL	Let us help you get started with your 2017 Holiday Shopping goto #etsy shop: Home Christmas Ornament, Ohio Christma… https://t.co/XdeNmoJB8M
TDarby719	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
hoffman_c	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
kristen_schmidt	RT @OhioState: Did so❌eone say BINGO? Download your Buckeye Bingo board to play along during the ga❌e! #BeatTTUN https://t.co/X8rNnOplVh
PowersMadison14	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
OBWjr_	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
johnriewe22	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
TXBucknut	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
Cavs13_5Harmony	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
t_reehorst	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
muffette2	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
ZacharyZboi1990	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
cyerian13	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
dtfleck	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
swamirohan5	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
OHIOVSTHEWORLD6	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
lorraine_wagner	@FOXSportsOH @OhioState GO BUCKS!!!! BEAT MICHIGAN!!!!!
osunursing	RT @medflygenes: Our @OhioState faculty, staff &amp; students are bringing their expertise to battling the #opioidaddiction crisis in Ohio and…
NotOhioStCABS	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
rw2lite	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
Trich1429	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
stonefieldavon	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
DrMeaganKing	@OSUWexMed @OhioState We got ours! Thank you!
hartaj24	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
BMan24601	@J_sandy1009 @OhioState @OSUWexMed What, ❌ichigan babies I know it's so sad and I al❌ost feel bad for ❌ichigan
xacxfb	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
steelbuckeyes22	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
davidjurca	Shout out to @Nike and @OhioStateFB for making cold #winters cool again. ❄️ 💪🏽 #WinterCity #coldscapes… https://t.co/8t7PPCEfo1
trayvonee	RT @OhioState: Did so❌eone say BINGO? Download your Buckeye Bingo board to play along during the ga❌e! #BeatTTUN https://t.co/X8rNnOplVh
RedCrossBloodDT	RT @DrGeeONE: @RedCrossBloodDT @UMichPath @OhioState @UMich @BloodBattleUofM @Wolverines4Life Awwww....healthy blood rivalry😀👌👌
KetchamKate	RT @KetchamPaul: “The Game” is here! Go Bucks, Beat ❌ichigan! O-H... @OhioStateFB @OhioStAthletics @11W #OSUvsMICH  @OhioState @Brutus_Buck…
OhioStateOnBTN	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
MichiganOnBTN	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
NickMo39	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
ObbyWilsan	RT @OhioState: Did so❌eone say BINGO? Download your Buckeye Bingo board to play along during the ga❌e! #BeatTTUN https://t.co/X8rNnOplVh
umichmedicine	Thanks to all who gave! @OhioState has won the annual @RedCross #BloodBattle against @UMich. Let's rally on the fie… https://t.co/SgIjihr8IV
fredalter	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
KetchamPaul	“The Game” is here! Go Bucks, Beat ❌ichigan! O-H... @OhioStateFB @OhioStAthletics @11W #OSUvsMICH  @OhioState… https://t.co/78tGzIgk0S
ASharpeCons	RT @OhioState: Did so❌eone say BINGO? Download your Buckeye Bingo board to play along during the ga❌e! #BeatTTUN https://t.co/X8rNnOplVh
lilrosiehill	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
m_ciriello	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
BigDaddyCorrie	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
coop216	RT @FOXSportsOH: It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
Tyger_Mays	One more hour until TFD airs (xichigan) (The Fucking Dead) ⭕️🙌🏽ℹ️⭕️ @OhioState @OhioStAthletics #GoBucks
FOXSportsOH	It's almost ⏰ for The Ga❌e!  But first, relive our @OhioState vs. TTUN baby race. #BeatMichigan https://t.co/xQ9PzGV8VQ
vincenzolandino	RT @OhioState: Did so❌eone say BINGO? Download your Buckeye Bingo board to play along during the ga❌e! #BeatTTUN https://t.co/X8rNnOplVh
cameronFTL	Ugly ass uniforms @OhioState
TAMISYoda	@UMichSurgery @UMich @OhioState @ovarban @jdimick1 @AmirGhaferi @NabeelObeidMD @DanaTelem @MWMulhollandMD… https://t.co/EqLsEe12Yf
NathanDYoung76	RT @wsyx6: JUST IN: Another victory for @OhioState! The #Buckeyes beat ❌ichigan in the annual Red Cross Blood Battle by just 53 donations!…
OHIOVSTHEWORLD6	RT @OhioState: Did so❌eone say BINGO? Download your Buckeye Bingo board to play along during the ga❌e! #BeatTTUN https://t.co/X8rNnOplVh
pelucachick46	RT @OhioState: Did so❌eone say BINGO? Download your Buckeye Bingo board to play along during the ga❌e! #BeatTTUN https://t.co/X8rNnOplVh
DrGeeONE	@RedCrossBloodDT @UMichPath @OhioState @UMich @BloodBattleUofM @Wolverines4Life Awwww....healthy blood rivalry😀👌👌
shaunc22779	RT @OhioState: Did so❌eone say BINGO? Download your Buckeye Bingo board to play along during the ga❌e! #BeatTTUN https://t.co/X8rNnOplVh
c__dan	.@OhioState u smell
jgraham_12	RT @BaileyArick: I just got accepted to @OhioState and i think i’m going to pass out https://t.co/m1dYjmhPMG
EvanGrippa	RT @tgripp88: Go Buckeyes! Beat TTUN. @iluvthebuckeyes @OhioStateFB @OSUCoachMeyer @OhioState https://t.co/XX3qEHkPQN
DJPrettyBoyTroy	Just like the actual size of the Wolverine, Michigan always comes up short in life! @UMichFootball   Go Bucks!… https://t.co/eWvYwKex4a
HaydenCoud	Let’s go Buckeyes! Beat Xichigan!! #GoBucks @ohiostate
tgripp88	Go Buckeyes! Beat TTUN. @iluvthebuckeyes @OhioStateFB @OSUCoachMeyer @OhioState https://t.co/XX3qEHkPQN
oreofromohio	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
clift_tyler	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
madisonisking	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
basketball44_1	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
JackWagon29	@SportsCenter @OhioStateFB @OhioStateFB @OhioStAthletics @OhioState should be ashamed of ruining this rivalry with… https://t.co/OJs4GMkq7a
denvend	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
SWCLASSICS94	@Nike Drops an @OhioState -Exclusive @KingJames 15 @ https://t.co/dct4Ti4NzL https://t.co/L3u3iq8z6K
capnknox	@OhioState @Brutus_Buckeye   bought a house recently, and in *y town it is known as "The Buckeye House". I figured… https://t.co/ZihiYg5YbR
sarahewynn	Maybe this will be the Christmas that I buy an @ohiostate dog sweater @BanditOhio
BraswellDonald	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
griz1	From my translational #pediatric #TBI talk @nationwidekids... conclusions &amp; summary! @Neurotrauma @OhioState… https://t.co/yweKLicC2P
bigbillwill_	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
Askillzzz	I want to get a beer and watch the @OhioState game somewhere, but all of my friends are lame.
Princess_Menla	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
iubugrad	RT @ButlerBlue3: Wait, @ButlerMBB plays @OhioState on Sunday? I’m going to need the next 24 hours to get emotionally prepared. #PK80 #GoDaw…
JeffLooker	Happy #ThanksgivingWeekend! 😀 Playing a few holiday tunes mixed in with the usual commercial free music until 2:00… https://t.co/wtkSI7Xf12
OSUSAC	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
steed_alyssa	RT @EddieMcClintock: Born in Canton, Ohio. Raised on Ohio State football.  Let's do this #BUCKEYES!    O-H...!!!  @OhioStateFB @OhioState @…
IpsoFacto513	11 Warriors brave &amp; bold... Beat TTUN!!!  #THEGAME #GoBucks @OhioState https://t.co/YFpZKUPnKV
BryanCarte	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
BillKindle	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
SpearsJacob	@FOXSports this @OhioState c/o ‘77 alumnus is enjoying some time with his three granddaughters in Wilson, NC, in pr… https://t.co/wZax2mWGfj
UMichResearch	Beyond the gridiron, @UMich and @OhioState combined for more than $2.2 billion in research expenditures in FY 2016,… https://t.co/WiilMc8Uqt
Larryman9226	@OSUOutreach @RepBeatty @COTA @OhioState This is not about race.  It is about standing up for your rights. We shoul… https://t.co/YVue33IhOL
aanneerrss	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
jcprad11	@UMichSurgery @UMich @OhioState @ovarban @jdimick1 @AmirGhaferi @NabeelObeidMD @DanaTelem @MWMulhollandMD… https://t.co/lUGEaSYtaP
sensualadvisor	Can't wait to see @OhioState whoop ❌ichigan in a couple of hours #BeatTTUN #Buckeyes
schwitz_usaf	@OhioState @HangOn_Sloopy @Buckeye_Nation @TheBuckeyeNut @OSUCoachMeyer It's Ga❌eday!! https://t.co/8MUhNzp9Nb
Russbus33	RT @ButlerBlue3: Wait, @ButlerMBB plays @OhioState on Sunday? I’m going to need the next 24 hours to get emotionally prepared. #PK80 #GoDaw…
abbyvalek	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
cjsmith808	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
ashleylynne2015	RT @ButlerBlue3: Wait, @ButlerMBB plays @OhioState on Sunday? I’m going to need the next 24 hours to get emotionally prepared. #PK80 #GoDaw…
emilyfaster	RT @OhioState: It's that ti❌e of year. 😎 #BeatTTUN #MyOhioState https://t.co/h78TA4M0lf
pgauctioneer	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
BobNBC4	RT @ElyseChengery: Hey! Here's some good sibling rivalry! This brother and sister are neighbors and well one roots for @OhioState and the o…
ClaudiaMLab	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
JacobWarner782	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
Cnrfcb	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
tingegolf	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
TheAmazingMegan	RT @RedCrossBloodOH: The @OhioState University @RedCrossOSU has won the 2017 #BloodBattle against @UMich by 53 donations! Thanks to all who…
skeenan42	RT @ButlerBlue3: Wait, @ButlerMBB plays @OhioState on Sunday? I’m going to need the next 24 hours to get emotionally prepared. #PK80 #GoDaw…
heyitsnavs	RT @heyitsnavs: tried to make this trashy stadium look better @OhioState https://t.co/BFwA9YFDSs
TGun21	@culls41 Let's go @OhioState!
emmiefoor	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
Taylor_murphyyy	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
emlybrownn	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
CLEVELOVE1	@YouTube IF YOU ONLY WATCH ONE VIDEO ALL DAY......LET THIS BE THE ONE.  #BUCKEYES #OHIOSTATE #THE  @OhioStAthletics @OhioStateFB @OhioState
cj_823	RT @ButlerBlue3: Wait, @ButlerMBB plays @OhioState on Sunday? I’m going to need the next 24 hours to get emotionally prepared. #PK80 #GoDaw…
jlepping2013	RT @ACCCBuzz: Read about innovative approaches to next-generation cancer care, including programs from @StJosephOrange, @OhioState, and @Mo…
FraCoEngineerOH	RT @OhioState: Dakota and the National Guard 2-174th ADA Vandals of Mcconnelsville, Ohio currently deployed in Iraq are ready to cheer on t…
jraeruns	RT @trishkabobbs: Throwing it back to the tixe I ticked off Baby Trey and dressed hix in xichigan colors. @OhioStFootball @OhioState @11W #…
ODub153	RT @ButlerBlue3: Wait, @ButlerMBB plays @OhioState on Sunday? I’m going to need the next 24 hours to get emotionally prepared. #PK80 #GoDaw…
BrianG25	RT @OhioState: Awww, aren't they cute?! #BuckeyeBabies 👶 born this week (11/20-11/25) @OSUWexMed will receive a "#BeatMichigan" sleep sack…
MarthaAllan3	@ButlerBlue3 @ButlerMBB @OhioState It was meant to be.
ElyseChengery	Hey! Here's some good sibling rivalry! This brother and sister are neighbors and well one roots for @OhioState and… https://t.co/wGCrno7CXW
ErinLaviola	Great job #Buckeyes! @OhioState wins the Blood Battle against @UMich . The schools collected a combined 4,600 pints… https://t.co/uypk7kxStL
mikepoll77	RT @ButlerBlue3: Wait, @ButlerMBB plays @OhioState on Sunday? I’m going to need the next 24 hours to get emotionally prepared. #PK80 #GoDaw…
